"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added"
"Rhino's Rage","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","186","0.18","2016-02-29"
"Mystery Case Files®: Escape from Ravenhearst™","0","0","7","0","3.16","3.16","0.45","N/A","0.0","1.45","4.75","9","1.57","2016-02-28"
"Machine Gun Train Run","0","0","5","0","0.42","0.42","0.08","0.05","37.5","0.05","0.04","39","0.21","2016-02-27"
"One Upon Light","0","0","8","0","2.98","2.98","0.37","N/A","0.0","0.98","2.67","10","1.29","2016-02-27"
"Huenison","0","0","5","0","0.65","0.65","0.13","0.37","-184.6","6.62","1.56","15","0.34","2016-02-26"
"Spacejacked","0","0","9","0","0.79","0.79","0.09","0.14","-55.6","0.33","0.19","19","0.39","2016-02-26"
"Inexistence","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.35","0.07","78","0.18","2016-02-26"
"Midnight","0","0","6","0","0.83","0.83","0.14","0.12","14.3","4.83","0.62","15","0.37","2016-02-26"
"BattleStorm","0","0","5","0","0.39","0.39","0.08","0.04","50.0","0.08","0.04","60","0.21","2016-02-26"
"Color Chemistry","0","0","5","0","0.41","0.41","0.08","0.06","25.0","0.88","0.38","85","0.21","2016-02-26"
"Dyadic","0","0","5","0","0.98","0.98","0.20","N/A","0.0","3.22","1.07","11","0.52","2016-02-26"
"Super Button Soccer","0","0","9","0","0.45","0.45","0.05","0.05","0.0","0.05","0.04","37","0.22","2016-02-26"
"Age of Gladiators","0","0","6","0","0.59","0.59","0.10","0.19","-90.0","0.13","0.11","84","0.26","2016-02-26"
"Trap Them - Sniper Edition","0","0","6","0","0.37","0.37","0.06","0.05","16.7","0.05","0.05","35","0.16","2016-02-26"
"Stardew Valley","0","0","6","0","0.73","0.73","0.12","0.13","-8.3","0.10","0.09","1699","0.31","2016-02-25"
"Tap Tap Legions - Epic battles within 5 seconds!","0","0","6","0","1.50","1.50","0.25","1.92","-668.0","3.57","36.15","57","0.65","2016-02-25"
"The Kindred","0","0","5","0","0.75","0.75","0.15","3.60","-2,300.0","8.00","0.75","19","0.39","2016-02-25"
"ComixPlay #1: The Endless Incident","0","0","6","0","1.71","1.71","0.28","N/A","0.0","1.87","4.34","16","0.73","2016-02-25"
"The Flame in the Flood","0","0","5","0","0.35","0.35","0.07","0.06","14.3","0.12","0.11","210","0.18","2016-02-24"
"Asteroid Bounty Hunter","0","0","8","0","0.32","0.32","0.04","0.02","50.0","0.04","0.03","1433","0.14","2016-02-24"
"1943 Megami Strike","0","0","5","0","2.22","2.22","0.44","0.50","-13.6","0.70","2.04","19","1.15","2016-02-24"
"Drizzlepath: Genie","0","0","5","0","2.38","2.38","0.48","N/A","0.0","2.11","1.68","11","1.25","2016-02-24"
"Ninja Senki DX","0","0","6","0","1.06","1.06","0.18","0.13","27.8","0.41","0.32","11","0.47","2016-02-24"
"DEADBOLT","0","0","5","0","0.41","0.41","0.08","0.08","0.0","0.08","0.08","167","0.21","2016-02-24"
"Astro Duel","0","0","7","0","2.76","2.76","0.39","N/A","0.0","1.07","0.54","20","1.36","2016-02-24"
"Downfall","0","0","6","0","1.71","1.71","0.28","0.65","-132.1","0.48","2.78","23","0.73","2016-02-24"
"Dead Effect 2","0","0","8","0","0.57","0.57","0.07","0.07","0.0","0.14","0.09","83","0.24","2016-02-24"
"The Renegades of Orion 2.0","0","0","5","0","1.00","1.00","0.20","0.18","10.0","0.07","1.32","22","0.52","2016-02-24"
"Lost Bros","0","0","6","0","1.61","1.61","0.27","40.70","-14,974.1","3.07","97.76","12","0.70","2016-02-23"
"Novus Inceptio","0","0","6","0","0.56","0.56","0.09","0.10","-11.1","0.36","0.57","44","0.23","2016-02-23"
"Trap Them","0","0","6","0","0.51","0.51","0.09","0.05","44.4","0.28","0.09","25","0.23","2016-02-23"
"OutDrive","0","0","5","0","0.83","0.83","0.17","0.14","17.6","0.06","0.91","66","0.44","2016-02-23"
"ChromaGun","0","0","5","0","0.82","0.82","0.16","0.24","-50.0","0.29","0.16","16","0.42","2016-02-23"
"NEKOPARA Vol. 2","0","0","8","0","2.13","2.13","0.27","0.28","-3.7","0.17","2.99","435","0.94","2016-02-23"
"Momodora: Reverie Under the Moonlight","0","0","5","0","1.34","1.34","0.27","0.33","-22.2","0.76","0.19","158","0.70","2016-02-23"
"Spellblast","0","0","10","0","1.34","1.34","0.13","0.12","7.7","0.51","3.80","16","0.57","2016-02-22"
"Flobe","0","0","9","0","0.77","0.77","0.09","0.06","33.3","0.20","0.66","34","0.39","2016-02-22"
"Pointless","0","0","5","0","0.74","0.74","0.15","N/A","0.0","0.11","0.55","19","0.39","2016-02-22"
"Magdalena","0","0","5","0","0.27","0.27","0.05","0.04","20.0","0.05","0.03","338","0.13","2016-02-22"
"PIXELMAN","0","0","6","0","0.48","0.48","0.08","0.06","25.0","0.46","0.16","36","0.21","2016-02-22"
"Hitman GO: Definitive Edition","0","0","7","0","0.50","0.50","0.07","0.09","-28.6","0.07","0.08","120","0.24","2016-02-22"
"Red Comrades Save the Galaxy: Reloaded","0","0","5","0","1.07","1.07","0.21","0.54","-157.1","0.95","0.55","31","0.55","2016-02-22"
"Sky To Fly: Faster Than Wind","0","0","5","0","0.40","0.40","0.08","0.05","37.5","1.17","0.09","63","0.21","2016-02-22"
"Brushwood Buddies","0","0","6","0","0.42","0.42","0.07","0.03","57.1","0.22","0.04","123","0.18","2016-02-22"
"Wanderjahr","0","0","8","0","3.22","3.22","0.40","N/A","0.0","3.96","0.00","17","1.39","2016-02-22"
"Risky Rescue","0","0","6","0","0.40","0.40","0.07","0.03","57.1","0.04","0.03","183","0.18","2016-02-22"
"The Solus Project","0","0","8","0","0.80","0.80","0.10","0.09","10.0","0.09","2.45","150","0.35","2016-02-22"
"Pixel Puzzles 2: Space","0","0","5","0","0.32","0.32","0.06","0.03","50.0","0.03","0.14","459","0.16","2016-02-22"
"Drawn: The Painted Tower","0","0","5","0","1.73","1.73","0.35","N/A","0.0","1.29","1.66","9","0.91","2016-02-22"
"Gurgamoth","0","0","6","0","0.39","0.39","0.06","0.09","-50.0","0.24","0.46","30","0.16","2016-02-22"
"Disgaea PC","0","0","5","0","0.95","0.95","0.19","0.31","-63.2","0.20","0.22","163","0.50","2016-02-22"
"String Theory","0","0","6","0","0.68","0.68","0.11","N/A","0.0","0.51","0.73","21","0.29","2016-02-22"
"The Count Lucanor","0","0","6","0","0.96","0.96","0.16","0.28","-75.0","1.46","3.25","39","0.42","2016-02-22"
"Wondershot","0","0","6","0","0.46","0.46","0.08","0.05","37.5","0.24","0.26","47","0.21","2016-02-22"
"Uriel's Chasm 2: את","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","528","0.16","2016-02-22"
"Lamia's Game Room","0","0","8","0","0.50","0.50","0.06","0.04","33.3","0.05","0.19","91","0.21","2016-02-22"
"Life is Feudal: Your Own","0","0","13","0","0.68","0.68","0.05","0.05","0.0","0.14","0.09","224","0.30","2016-02-22"
"Danganronpa: Trigger Happy Havoc","0","0","9","0","2.09","2.09","0.23","0.25","-8.7","1.00","0.75","160","1.00","2016-02-22"
"Mindless Running","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.04","397","0.13","2016-02-22"
"Broken Dreams","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","910","0.13","2016-02-22"
"We Are The Dwarves","0","0","6","0","0.43","0.43","0.07","0.05","28.6","0.07","0.07","85","0.18","2016-02-22"
"The Emerald Maiden: Symphony of Dreams","0","0","5","0","0.44","0.44","0.09","0.09","0.0","0.04","0.06","65","0.23","2016-02-22"
"Find Out","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","450","0.13","2016-02-17"
"Herolike","0","0","6","0","0.80","0.80","0.13","N/A","0.0","0.75","0.72","28","0.34","2016-02-17"
"Dig or Die","0","0","6","0","0.40","0.40","0.07","0.06","14.3","0.09","0.10","96","0.18","2016-02-17"
"Hyspherical 2","0","0","6","0","0.39","0.39","0.07","0.05","28.6","0.70","0.04","59","0.18","2016-02-17"
"Army of Tentacles: (Not) A Cthulhu Dating Sim","0","0","6","0","0.37","0.37","0.06","0.04","33.3","0.08","0.04","66","0.16","2016-02-17"
"Psychocat: The Answer","0","0","5","0","0.73","0.73","0.15","0.12","20.0","0.49","0.98","21","0.39","2016-02-17"
"Control Craft 2","0","0","10","0","0.45","0.45","0.04","0.03","25.0","0.07","0.09","98","0.17","2016-02-17"
"SnakEscape","0","0","5","0","0.62","0.62","0.12","0.09","25.0","1.00","0.04","26","0.31","2016-02-17"
"Steamroll","0","0","7","0","0.42","0.42","0.06","0.08","-33.3","0.17","0.30","54","0.21","2016-02-17"
"Spakoyno: Back To USSR 2.0","0","0","7","0","0.28","0.28","0.04","0.02","50.0","0.03","0.03","485","0.14","2016-02-17"
"Project Graviton","0","0","5","0","0.54","0.54","0.11","0.18","-63.6","0.20","0.05","33","0.29","2016-02-17"
"Our Nation's Miner","0","0","5","0","0.37","0.37","0.07","0.08","-14.3","0.05","0.13","38","0.18","2016-02-16"
"Unending Galaxy","0","0","5","0","7.15","7.15","1.43","N/A","0.0","0.21","7.73","12","3.73","2016-02-16"
"Dance Magic","0","0","7","0","0.70","0.70","0.10","0.07","30.0","0.18","0.08","38","0.35","2016-02-16"
"Aozora Meikyuu","0","0","5","0","0.60","0.60","0.12","0.14","-16.7","0.19","0.16","136","0.31","2016-02-16"
"My Name is Mayo","0","0","5","0","0.89","0.89","0.18","0.11","38.9","0.06","0.04","34","0.47","2016-02-15"
"Cornerstone: The Song Of Tyrim","0","0","6","0","0.41","0.41","0.07","0.06","14.3","0.09","0.07","33","0.18","2016-02-15"
"Dungeon of Gain","0","0","7","0","0.58","0.58","0.08","0.04","50.0","0.83","0.06","28","0.28","2016-02-15"
"Super Helmets on Fire DX Ultra Edition Plus Alpha","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.30","0.20","29","0.21","2016-02-15"
"ZHEROS","0","0","6","0","1.88","1.88","0.31","0.96","-209.7","2.22","3.67","21","0.81","2016-02-15"
"Cube Destroyer","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.08","0.03","796","0.16","2016-02-14"
"Jerry Rice & Nitus' Dog Football","0","0","9","0","1.95","1.95","0.22","0.17","22.7","2.19","0.26","12","0.96","2016-02-14"
"Emily is Away","0","0","5","0","2.52","2.52","0.50","0.54","-8.0","2.16","1.81","33","1.30","2016-02-14"
"The Slaughter: Act One","0","0","5","0","0.42","0.42","0.08","0.13","-62.5","0.31","0.05","44","0.21","2016-02-14"
"Nuts!: The Battle of the Bulge","0","0","6","0","0.44","0.44","0.07","0.05","28.6","0.06","0.15","53","0.18","2016-02-13"
"Earth Space Colonies","0","0","5","0","0.54","0.54","0.11","0.27","-145.5","0.39","0.10","29","0.29","2016-02-13"
"Break Chance Memento","0","0","5","0","3.86","3.86","0.77","N/A","0.0","0.49","1.80","13","2.01","2016-02-13"
"Kindred Spirits on the Roof","0","0","8","0","2.20","2.20","0.28","0.25","10.7","1.05","0.73","33","0.97","2016-02-12"
"Recursion Deluxe","0","0","6","0","0.38","0.38","0.06","0.06","0.0","0.05","0.10","35","0.16","2016-02-12"
"LONE WOLF: Horizon","0","0","5","0","0.39","0.39","0.08","0.08","0.0","69.85","0.13","88","0.21","2016-02-12"
"Babel: Choice","0","0","5","0","2.05","2.05","0.41","N/A","0.0","9.12","10.49","12","1.07","2016-02-12"
"Robowars","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","409","0.13","2016-02-12"
"Hero and Daughter+","0","0","9","0","2.13","2.13","0.24","N/A","0.0","0.90","1.34","31","1.04","2016-02-11"
"Karaski: What Goes Up...","0","0","5","0","0.44","0.44","0.09","0.05","44.4","0.78","0.21","47","0.23","2016-02-11"
"Lucent Heart","0","0","12","0","3.05","3.05","0.25","0.21","16.0","2.11","1.71","15","1.30","2016-02-11"
"Prospekt","0","0","5","0","2.68","2.68","0.54","N/A","0.0","0.63","0.25","17","1.41","2016-02-11"
"Perpetuum","0","0","5","0","0.82","0.82","0.16","0.29","-81.2","0.84","1.01","58","0.42","2016-02-11"
"Electric Circuit","0","0","6","0","0.24","0.24","0.04","0.03","25.0","0.04","0.10","196","0.10","2016-02-11"
"PulseCharge","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","671","0.13","2016-02-10"
"RollerCoaster Tycoon World","0","0","9","0","0.74","0.74","0.08","0.05","37.5","0.22","0.11","162","0.35","2016-02-10"
"Job the Leprechaun","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.03","0.03","160","0.16","2016-02-10"
"LiEat","0","0","7","0","1.93","1.93","0.28","0.31","-10.7","0.27","0.55","104","0.97","2016-02-10"
"Talisman: The Horus Heresy","0","0","6","0","1.85","1.85","0.31","0.59","-90.3","0.53","2.12","35","0.81","2016-02-10"
"Mars 2030","0","0","6","0","0.88","0.88","0.15","2.39","-1,493.3","1.01","3.35","11","0.39","2016-02-10"
"Acaratus","0","0","6","0","9.28","9.28","1.55","N/A","0.0","1.15","4.33","4","4.04","2016-02-10"
"Assassin’s Creed® Chronicles: India","0","0","5","0","1.07","1.07","0.21","0.44","-109.5","0.49","1.22","47","0.55","2016-02-10"
"Firewatch","0","0","6","0","1.04","1.04","0.17","0.18","-5.9","0.09","1.22","570","0.44","2016-02-10"
"Assassin’s Creed® Chronicles: Russia","0","0","5","0","1.95","1.95","0.39","0.44","-12.8","0.43","4.19","42","1.02","2016-02-10"
"Assassin’s Creed® Chronicles: China","0","0","5","0","1.28","1.28","0.26","0.24","7.7","0.34","1.68","89","0.68","2016-02-10"
"Macabre","0","0","9","0","0.47","0.47","0.05","0.04","20.0","0.06","0.04","63","0.22","2016-02-09"
"Close Order","0","0","5","0","0.52","0.52","0.10","0.08","20.0","0.11","0.05","21","0.26","2016-02-09"
"FLYING TIGERS: SHADOWS OVER CHINA","0","0","7","0","0.48","0.48","0.07","0.04","42.9","0.11","0.08","109","0.24","2016-02-09"
"Princess.Loot.Pixel.Again","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","551","0.13","2016-02-09"
"Anno 2070","0","0","9","0","0.64","0.64","0.07","0.08","-14.3","0.11","0.10","269","0.30","2016-02-05"
"Ghost in the Shell: Stand Alone Complex - First Assault Online","0","0","9","0","0.99","0.99","0.11","0.12","-9.1","0.13","0.23","126","0.48","2016-02-05"
"RPG Maker MV","0","0","5","0","1.23","1.23","0.25","0.32","-28.0","0.39","0.13","156","0.65","2016-02-05"
"Astral Breakers","0","0","12","0","0.64","0.64","0.05","0.03","40.0","0.09","0.39","76","0.26","2016-02-05"
"XCOM 2","0","0","9","0","0.56","0.56","0.06","0.09","-50.0","0.09","0.11","2100","0.26","2016-02-05"
"Space Pilgrim Episode III: Delta Pavonis","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","414","0.18","2016-02-05"
"Jet Set Knights","0","0","5","0","0.82","0.82","0.16","0.25","-56.3","2.43","2.26","21","0.42","2016-02-04"
"Hieroglyphika","0","0","12","0","1.04","1.04","0.09","0.47","-422.2","0.53","3.72","23","0.47","2016-02-04"
"Agatha Christie - The ABC Murders","0","0","6","0","0.39","0.39","0.07","0.09","-28.6","0.05","0.05","206","0.18","2016-02-04"
"Half dead","0","0","5","0","0.41","0.41","0.08","0.05","37.5","0.05","0.04","170","0.21","2016-02-04"
"The Chosen RPG","0","0","5","0","0.37","0.37","0.07","0.04","42.9","0.03","0.04","659","0.18","2016-02-04"
"Evochron Legacy","0","0","5","0","0.95","0.95","0.19","0.28","-47.4","0.30","2.49","19","0.50","2016-02-03"
"Lost Castle","0","0","5","0","0.63","0.63","0.13","0.11","15.4","0.09","0.09","658","0.34","2016-02-03"
"Dead6hot","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","750","0.13","2016-02-03"
"American Truck Simulator","0","0","8","0","0.98","0.98","0.12","0.14","-16.7","0.10","0.09","544","0.42","2016-02-02"
"The Jackbox Party Pack","0","0","6","0","0.30","0.30","0.05","0.07","-40.0","0.11","0.09","153","0.13","2016-02-02"
"Hero Defense","0","0","8","0","0.60","0.60","0.07","0.13","-85.7","0.24","0.30","55","0.24","2016-02-02"
"Dungeonbowl Knockout Edition","0","0","10","0","0.44","0.44","0.04","0.03","25.0","0.09","0.14","83","0.17","2016-02-02"
"3DF Zephyr Lite Steam Edition","0","0","6","0","3.83","3.83","0.64","N/A","0.0","6.88","0.00","12","1.67","2016-02-02"
"Islet Online","0","0","5","0","1.43","1.43","0.29","0.37","-27.6","6.83","0.27","24","0.76","2016-02-02"
"Breakneck","0","0","6","0","2.32","2.32","0.39","N/A","0.0","2.70","5.67","16","1.02","2016-02-02"
"Feesh","0","0","6","0","1.14","1.14","0.19","0.14","26.3","1.78","0.39","17","0.50","2016-02-02"
"Nebula Online","0","0","6","0","0.38","0.38","0.06","0.03","50.0","0.04","0.03","188","0.16","2016-02-02"
"Tales of Symphonia","0","0","9","0","0.95","0.95","0.11","0.24","-118.2","0.19","0.46","171","0.48","2016-02-02"
"Pills4Skills","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.06","0.06","81","0.18","2016-02-01"
"The Age of Decadence","0","0","9","0","0.52","0.52","0.06","0.06","0.0","0.10","0.12","174","0.26","2016-02-01"
"FullBlast","0","0","12","0","1.45","1.45","0.12","0.31","-158.3","3.48","1.56","11","0.63","2016-02-01"
"Syberia 2","0","0","9","0","0.37","0.37","0.04","0.02","50.0","0.04","0.04","552","0.17","2016-02-01"
"Mystic Saga","0","0","6","0","2.05","2.05","0.34","0.41","-20.6","2.79","3.19","11","0.89","2016-02-01"
"Tyler","0","0","5","0","0.42","0.42","0.08","0.05","37.5","0.13","0.04","43","0.21","2016-01-31"
"Cobalt","0","0","7","0","0.64","0.64","0.09","0.08","11.1","0.51","0.17","46","0.31","2016-01-31"
"Bear Haven Nights","0","0","6","0","0.69","0.69","0.12","0.12","0.0","0.60","1.25","24","0.31","2016-01-31"
"Operation: Matriarchy","0","0","5","0","0.70","0.70","0.14","N/A","0.0","15.76","1.05","16","0.37","2016-01-30"
"Rusty Lake Hotel","0","0","7","0","0.80","0.80","0.11","0.15","-36.4","0.33","0.37","59","0.38","2016-01-30"
"Fortified","0","0","6","0","0.63","0.63","0.10","0.10","0.0","2.17","1.15","23","0.26","2016-01-29"
"Survive Me Miolhr","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.12","0.04","56","0.18","2016-01-29"
"Perraw - FPS Clone War","0","0","5","0","0.60","0.60","0.12","0.09","25.0","0.61","0.20","17","0.31","2016-01-29"
"MOAI 3: Trade Mission Collector's Edition","0","0","5","0","2.04","2.04","0.41","N/A","0.0","1.47","1.58","10","1.07","2016-01-29"
"Russian Horror Story","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.04","0.06","354","0.13","2016-01-29"
"Pythagoria","0","0","5","0","0.91","0.91","0.18","0.26","-44.4","0.27","1.06","20","0.47","2016-01-29"
"Super Mustache","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.06","0.03","694","0.13","2016-01-29"
"Sebastien Loeb Rally EVO","0","0","6","0","0.93","0.93","0.16","0.62","-287.5","0.35","1.84","37","0.42","2016-01-29"
"Defunct","0","0","6","0","0.30","0.30","0.05","0.07","-40.0","0.06","0.26","76","0.13","2016-01-29"
"ADOM (Ancient Domains Of Mystery)","0","0","5","0","0.85","0.85","0.17","0.27","-58.8","1.07","0.46","44","0.44","2016-01-29"
"Planet R-12","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.06","0.03","52","0.18","2016-01-29"
"RPG MO","0","0","7","0","1.60","1.60","0.23","0.41","-78.3","12.10","4.68","16","0.80","2016-01-29"
"Plantera","0","0","12","0","0.59","0.59","0.05","0.05","0.0","0.19","0.04","270","0.26","2016-01-28"
"It's Spring Again","0","0","5","0","0.22","0.22","0.04","0.04","0.0","0.03","0.03","539","0.10","2016-01-28"
"Rise of the Tomb Raider","0","0","6","0","1.01","1.01","0.17","0.17","0.0","0.09","0.23","1874","0.44","2016-01-28"
"Eventide: Slavic Fable","0","0","5","0","0.44","0.44","0.09","0.09","0.0","0.04","0.67","127","0.23","2016-01-28"
"Sunless Sea","0","0","6","0","0.41","0.41","0.07","0.09","-28.6","0.10","0.11","295","0.18","2016-01-28"
"Incredible Dracula: Chasing Love Collector's Edition","0","0","6","0","0.52","0.52","0.09","0.08","11.1","0.37","0.27","33","0.23","2016-01-28"
"Surfingers","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.04","0.03","148","0.21","2016-01-28"
"The Lost Battalion: All Out Warfare","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.12","0.03","238","0.16","2016-01-28"
"Descent: Underground","0","0","6","0","0.47","0.47","0.08","0.08","0.0","0.09","0.27","54","0.21","2016-01-28"
"Demon Horde Master","0","0","7","0","0.77","0.77","0.11","0.09","18.2","1.01","0.18","25","0.38","2016-01-27"
"White Mirror","0","0","7","0","0.28","0.28","0.04","0.02","50.0","0.04","0.03","550","0.14","2016-01-27"
"The Order of the Thorne - The King's Challenge","0","0","7","0","0.78","0.78","0.11","N/A","0.0","0.28","0.74","27","0.38","2016-01-27"
"Empire of the Gods","0","0","5","0","0.38","0.38","0.08","0.05","37.5","0.04","0.03","79","0.21","2016-01-26"
"Habitat","0","0","6","0","0.75","0.75","0.12","0.13","-8.3","0.68","1.36","19","0.31","2016-01-26"
"Warhammer 40,000: Eternal Crusade","0","0","9","0","0.49","0.49","0.05","0.09","-80.0","0.14","0.25","473","0.22","2016-01-26"
"Swiftly","0","0","5","0","0.38","0.38","0.08","0.08","0.0","0.05","0.03","42","0.21","2016-01-26"
"Super Mega Bob","0","0","6","0","0.40","0.40","0.07","0.04","42.9","0.07","0.05","137","0.18","2016-01-26"
"Monumental","0","0","6","0","0.38","0.38","0.06","0.05","16.7","1.26","0.27","57","0.16","2016-01-26"
"Hard Room","0","0","6","0","0.32","0.32","0.05","0.02","60.0","0.03","0.03","309","0.13","2016-01-26"
"CALENDULA","0","0","6","0","1.40","1.40","0.23","0.48","-108.7","0.97","1.40","22","0.60","2016-01-26"
